Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster
FBI,FBI,Picus,2/29/2024,MXUM72400426,"2,386",29.2,0.0015391845834778,0.0004979750707581,0.0032510517045076,,0.0041967598794247,"712,779",,,0.001140138899939,"161,194,840",0.0,323,,1.0,"50,451",1.0,0.0087015286325158,,,0.0001629430816348,,0.0,2
Come and Say - Original Mix,Relyt Conections 3,"""XY""",11/14/2022,ES98I2200881,"2,379",29.2,0.0560204277278658,0.0,3.0494381042454457e-08,,0.0254343227397069,"745,345",,,0.001140138899939,,0.0314685314685314,1,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
Somebody (2024),Somebody (2024),Gotye,2/9/2024,GBUM72311281,"2,378",29.2,0.0121130031222151,0.0239553109718813,0.2907066433568126,74.0,0.0001220066049923,"46,818",,,0.001140138899939,"786,338",0.0361305361305361,"6,377",,40.0,"781,938",31.0,7.026326236738825e-05,99,,0.0010476101813301,,0.0,2
Dandelions,Dandelions,Ruth B.,4/28/2017,USSM11703468,"2,383",29.2,0.3647153649204182,0.3111039971815288,0.2580896628039218,82.0,0.0059020879263861,"1,072,061","2,320,661","904,381,932",0.0326017243748223,,0.0454545454545454,"16,685",119,63.0,"404,143",9.0,0.0127577454844498,"54,931","541,064",0.0198574175695409,,0.0,0
Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,BRTLW2100037,"2,382",29.2,0.0388712858869484,0.0289791002911629,0.0295588706090364,53.0,0.0245972036098437,"2,782,962","660,700","105,899,920",0.0064511785896409,"724,605,425",0.0198135198135198,"1,462",,25.0,"320,796",6.0,5.062775543736781e-06,,,0.0006459896533736,,0.0,2
I Love You So,I Love You So,The Walters,11/28/2014,TCACC1438995,"2,394",29.2,0.3294085520719533,0.3700784734184634,0.226753137499206,83.0,0.025563370986596,"5,087,140","744,614","445,675,563",0.0139001020395855,"11,148,737",0.0431235431235431,"43,972",652,29.0,"677,739",31.0,0.0069776149570639,"16,340","25,431,145",0.0136826327561855,,0.0,0
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900773,"2,390",29.2,0.2172951404216017,0.1965714246999022,0.1628861861303908,75.0,0.0171894209013363,"3,517,952","451,642","85,881,445",0.0031047033642843,"128,657,658",0.0396270396270396,621,1,36.0,"606,884",26.0,0.026465840212309,"167,546","3,706,611",0.0092587649423978,,0.0,2
Not Fair,Not Fair,Niklas Dee,6/2/2023,DEN062300306,"2,392",29.2,0.0384601684514561,0.079467674812116,0.2344847972226388,69.0,5.520875394845906e-05,"8,290","11,100","1,242,953",6.250014807017856e-05,,0.0256410256410256,"11,279",,31.0,"573,152",15.0,0.0087015286325158,,"39,315",0.0014664240388644,,0.0,2
Benjamins Deli,Benjamins Deli - Single,JRitt,10/24/2023,QZTBA2358000,"2,389",29.2,0.0002325861320551,0.000753737777168,0.0009746842776647,,3.902055596305912e-05,"17,513","1,100,000","368,388,871",0.0148408315922002,,0.0314685314685314,45,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
Him & I (with Halsey),Him & I,G-Eazy,11/30/2017,USRC11701867,"2,384",29.2,0.2218049537806982,0.2393244476965265,0.0885788773358681,72.0,0.0111941077234439,"2,055,406","217,707","69,515,791",0.0022701274481307,104,0.0792540792540792,364,14,31.0,"290,595",,0.2000444313554426,"101,658",,0.0605837154955376,,1.0,3
STAY (with Justin Bieber),Stay,The Kid LAROI,7/9/2021,USSM12104470,"2,385",29.2,0.7257089233701693,0.0198597200838088,0.0084846650981094,53.0,0.0090835579636131,,,,0.001140138899939,,0.168997668997669,,,1.0,"8,421",20.0,0.0087015286325158,,,0.0701162633965678,,0.0,0
TIKTOK,TIKTOK,Ian Lucas,5/23/2024,ARAE52400089,"2,381",29.2,0.0005053858109859,0.0001897047888602,0.006761770687187,59.0,0.0009732761029101,"533,961",,,0.001140138899939,"19,444,997",0.0314685314685314,132,,,,,0.0087015286325158,,,1.410408089205418e-05,,0.0,2
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,USQX92304741,"2,395",29.2,0.0110465090191786,0.0176628708770967,0.0103834892168609,46.0,0.0020485912877332,"316,661","39,420","4,468,377",0.0001623698996315,"248,768,688",0.0104895104895104,"1,223",16,13.0,"31,977",9.0,0.0102174736005173,"6,060","9,036,620",0.0009483129021465,,1.0,1
Rosa Pastel,Rosa Pastel,Peso Pluma,4/20/2023,QM4TX2394694,"2,391",29.2,0.0448982866996316,0.0385829052272138,0.0203463198826341,65.0,0.0068609561679548,"724,790","9,007","2,993,894",0.0001395045643485,,0.0128205128205128,64,,1.0,72,7.0,0.008077352973734,"1,981","2,742,045",0.0013166887465294,,1.0,1
Dirt Cheap,Leather,Cody Johnson,11/3/2023,QMCQK1900317,"2,387",29.2,0.010287773868918,0.0151763831088211,0.0442584887770748,11.0,0.0006938276997089,"90,929","48,500","1,058,781",3.638843583659185e-05,"1,690,515,321",0.0174825174825174,"43,529",4,1.0,"1,149",35.0,0.010902872973511,"8,376","620,808",0.0011478083018094,,0.0,2
Borderline,The Slow Rush,Tame Impala,2/14/2020,AUUM71900956,"2,380",29.2,0.1567941610295231,0.2648685362751126,0.1040968045955855,76.0,0.0077023357304021,"1,588,850","248,652","114,555,453",0.004121163525967,"392,353",0.0524475524475524,"1,514",85,31.0,"173,292",9.0,0.0127128015656856,"9,903",,0.0112447469236974,,0.0,2
Tï¿,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,5/22/2020,USDXS2007349,"2,393",29.2,0.0764481864242155,0.0528717409310101,0.0287286801441437,68.0,0.0428418841975824,"2,643,453","200,001","16,337,762",0.0011626736292287,"2,872,858",0.0163170163170163,"6,744",27,7.0,"81,984",39.0,0.033294551493364,"21,508",,0.0061588790498719,,0.0,2
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,USUM72002771,"2,388",29.2,0.1426701362890526,0.1547957201244598,0.1129615669061986,70.0,0.0226176250565229,"7,406,983","13,840","9,454,140",0.0002961516076925,"201,322,168",0.1013986013986013,"26,205",7,42.0,"5,784,923",42.0,0.0128616184707777,"24,659","7,873,761",0.0141500328975411,,0.0,2
All Eyes on Me,All Eyes on Me - Single,Dj Belite,12/20/2022,TCAGR2239010,"2,401",29.1,3.6038109510424095e-05,0.0008655280991749,0.0001991969205645,,0.0013322506614045,"272,517","1,502,840","91,479,861",0.0086480838332912,,0.0221445221445221,,,,,,0.0087015286325158,,,0.0374804711938661,,1.0,1
En El Radio Un Cochinero,En El Radio Un Cochinero,Victor Cibrian,5/13/2022,USDXS2201437,"2,399",29.1,0.0504117815885895,0.045021011499159,0.024347399947869,61.0,0.0188019635122342,"1,945,111","227,800","63,866,568",0.00440622642565,"3,372,124",0.0023310023310023,77,,,,8.0,0.0077142679292735,"12,206",,0.0029831723482924,,0.0,2
Safari,Energï¿½,J Balvin,6/3/2016,USUM71604778,"2,402",29.1,0.1307279171269057,0.1045781524447357,0.0611299510691354,65.0,0.0768294037786833,"4,746,667","83,679","24,066,770",0.0006369291119239,"277,412,549",0.1351981351981352,"11,118",63,38.0,"115,932",25.0,0.1197194013568406,"72,110",,0.0262659797985338,,0.0,2
comethru,comethru,Jeremy Zucker,9/7/2018,USUM71813455,"2,405",29.1,0.1922084533774787,0.153945436160104,0.0730826353928695,69.0,0.0404155331041376,"6,100,262","992,278","67,178,938",0.002494814716698,"1,218,186,477",0.0629370629370629,"9,247",60,17.0,"47,611",5.0,0.0093734248794018,"15,145",,0.0096597439621589,,0.0,2
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýý,4/5/2024,FRX282414002,"2,403",29.1,0.0005625316357493,0.0002151116802254,0.0005208668989909,52.0,0.002731494116427,"222,685",,,0.001140138899939,,0.0023310023310023,,,,,,0.0087015286325158,,,6.701713275482518e-05,,0.0,2
ROCKSTAR,$AD BOYZ 4 LIFE II,Junior H,10/5/2023,QZ9QQ2300720,"2,404",29.1,0.0621578511896867,0.0220531817050056,0.0534373012826512,79.0,0.0036698909371567,"419,337",,"54,480",2.0885356620793856e-06,"245,310,483",0.0023310023310023,1,,6.0,"1,853,363",11.0,0.0029177308382296,"1,328",,0.0020279347973981,,1.0,1
Boy's a liar,Boy's a liar,PinkPantheress,11/30/2022,GBAYE2202560,"2,400",29.1,0.0475602437513594,0.0674112579629432,0.0232841866702405,62.0,0.0090835579636131,,"779,078","350,397,327",0.0125856587100917,,0.0256410256410256,"42,341",863,5.0,"15,572",4.0,0.001285938838989,"11,408",,0.0025377427252037,,0.0,2
O Patinho Colorido,"Bento e Totï¿½ï¿½, Vo",Bento e Totï¿,11/15/2019,BX7CP1900008,"2,396",29.1,0.0025758620417407,0.0035010696301264,0.0007204221285327,52.0,0.0614758752142324,"2,729,246","42,700","2,328,242",0.0001659731182199,283,0.0314685314685314,,,,,,0.0087015286325158,,,5.94191278871702e-05,,0.0,2
La Mejor Version de Mi,La Mejor Versiï¿½ï¿½n d,NATTI NATASHA,2/12/2019,USB271900112,"2,398",29.1,0.0255099482126204,0.0559273430658665,0.0555913252527518,66.0,0.0596923843234484,"4,887,786","740,743","14,861,761",0.001221182760813,"106,854,506",0.0139860139860139,"2,579",344,2.0,"1,181",22.0,0.0198772916985722,"13,020",,0.0038880992777336,,0.0,2
B.O.T.A. (Baddest Of Them All),B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,QZAKB2166448,"2,397",29.1,0.0111462369711344,0.0584256873834458,0.0117776656355385,52.0,0.0055267679660581,"801,572","1,100,254","330,038,147",0.016420162542185,"879,640,561",0.0174825174825174,"26,742",865,1.0,817,1.0,7.095333028900418e-05,977,,0.0165202873873,,0.0,2
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Barï¿½ï¿½es Da Pisad,8/3/2022,BXDW72200033,"2,413",29.0,0.0039879915953558,0.0031623110785902,0.0138965143371066,40.0,0.0280935176055734,"2,110,326",,,0.001140138899939,"433,210,004",0.0081585081585081,21,,4.0,"201,570",3.0,1.7538656978100293e-06,,,2.6834151323011468e-05,,0.0,2
Lucky Girl Syndrome,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413261,"2,408",29.0,0.0067940410589798,0.0032724076078395,0.007798800726893,72.0,0.0024264567128658,"513,074","2,906","2,701,200",0.0001209531424927,"3,169,280",0.0058275058275058,156,,,,,3.962288017650839e-05,100,,0.0001973752378255,,0.0,2
...Baby One More Time (from Kung Fu Panda 4),Kung Fu Panda 4 (Original Motion Picture Soundtrack),Tenacious D,3/8/2024,USQ4E2205653,"2,406",29.0,0.0066383986357197,0.0085011458508005,0.0151136022614754,,0.0020552718999038,"846,916",,,0.001140138899939,,0.0128205128205128,"3,160",12,,,,0.0005260005154561,607,"152,405",0.0038880992777336,,0.0,2
Little Dark Age,Little Dark Age,MGMT,10/17/2017,USSM11707035,"2,415",29.0,0.1498206340878975,0.3339617304464329,0.1183673782577495,72.0,0.0251177104523366,"5,836,318","345,093","300,840,293",0.0107214131632031,"5,575,104",0.0629370629370629,"3,168",15,27.0,"137,399",,0.0026836796130489,"13,924","1,330,759",0.0250441296217446,,0.0,2
Una Lady Como Tï¿,Una Lady Como Tï¿,Manuel Turizo,12/1/2016,QZ5AB1708080,"2,409",29.0,0.0006853493335831,6.775171030723707e-05,1.4442901221232491e-05,,0.1189623767940004,"6,381,781",,,0.001140138899939,"265,797,030",0.0314685314685314,,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/12/2024,USRC12400300,"2,418",29.0,0.0483695823436548,0.0008943225760555,0.0007153448140891,,0.0090835579636131,,,,0.001140138899939,,0.0337995337995338,"48,554",,,,9.0,0.0087015286325158,,,0.0038880992777336,,0.0,2
Hypnotized,Hypnotized,Purple Disco Machine,4/8/2020,AUDCB1701555,"2,419",29.0,0.0828413789563121,0.1309674436094046,0.0599612653510763,58.0,0.0130719571915282,"1,027,195","16,828","3,791,734",0.0001852925940339,"20,989,951",0.1072261072261072,"274,845",,49.0,"1,245,110",24.0,0.0002347494919291,727,,0.0379898514495414,,0.0,2
Diable,Bocaterrosa,Ven'nus,2/28/2023,ES11D2300869,"2,423",29.0,1.214233161662271e-05,0.0001964799598909,1.5834207356294476e-05,10.0,0.0200330022804858,"529,872",,,0.001140138899939,,0.0314685314685314,7,,,,,0.0087015286325158,,,6.41508195412787e-07,,0.0,2
Laung Laachi Title Track,"Laung Laachi Title Track (From ""Laung Laachi"")",Mannat Noor,2/22/2018,INS181800353,"2,422",29.0,0.0070472009772273,0.010659037824086,0.0038411256012743,45.0,0.0940975926912672,"6,444,235",,,0.001140138899939,"27,338,879",0.0058275058275058,,,,,2.0,0.0087015286325158,,,0.0011658433265371,,0.0,2
Chunni Me Perfume Lagawe,Chunni Me Perfume Lagawe - Single,Gajendra Gurjar,6/13/2022,INN852200075,"2,412",29.0,0.0560204277278658,0.0547289846898072,0.0505424544431005,,0.0307451535761953,"2,581,637",,,0.001140138899939,,0.0314685314685314,,,,,,0.0087015286325158,,,4.5497035135658654e-09,,0.0,2
Koka,Koka,Mankirt Aulakh,11/6/2023,INSD11935132,"2,417",29.0,0.0067302113112381,0.0021782174863776,0.0127360430429408,,0.0087131012139916,"949,673",147,"2,349",1.4658775102097686e-07,"751,929,599",0.0011655011655011,2,,,,2.0,1.5367334349490918e-05,,,0.0001877025681556,,0.0,2
ELEVEN,ELEVEN,IVE,12/1/2021,KRA382163861,"2,407",29.0,0.0716481865912611,0.0398735753085666,0.0367546525744101,66.0,0.0281160069454895,"5,675,068","121,090","160,432,414",0.0055407700030888,"174,221,581",0.0372960372960372,"4,020",124,3.0,"10,722",10.0,0.0004517437412057,828,,0.0022457609525171,,0.0,2
Hasta el Amanecer,Hasta el Amanecer,Nicky Jam,1/15/2016,COC011531204,"2,411",29.0,0.1308202648993086,0.0015820024356739,0.0014570177144108,,0.0977832060349605,"5,050,679",,,0.001140138899939,"315,391,851",0.0314685314685314,,,15.0,"22,322",,0.2516567968836745,"95,223",,0.0038880992777336,,0.0,2
Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,USUG11802484,"2,416",29.0,0.2143926020822305,0.346202770706193,0.1367948010953109,75.0,0.0111599293645787,"2,330,786","41,674","56,229,098",0.001739242326625,"90,568,527",0.0361305361305361,285,64,9.0,"24,228",5.0,0.0129751667559551,"24,742",,0.0141463521873987,,1.0,3
Poker Face ( Remix ),Poker Face ( Remix ),Bora Media,10/17/2023,ES64E2323174,"2,410",29.0,0.2968827535802782,0.0,1.5247190521227228e-08,,0.0090835579636131,,,,0.001140138899939,,0.0314685314685314,,,,,,0.0087015286325158,,,0.0038880992777336,,0.0,2
November Rain (2022 Version),November Rain / Double Talkin' Jive / You Could Be Mine,Guns N' Roses,11/4/2022,USUG12200195,"2,420",29.0,0.0033618240706225,0.0043547411799976,0.0517451833257959,53.0,0.0090835579636131,,,,0.001140138899939,,0.0174825174825174,"1,885",,2.0,"92,713",11.0,0.1082438225678202,"255,845",,0.0005552048694639,,0.0,2
ýýýýýýýýýýýý ýýýýýýýýýýýý,The End,Lusia Chebotina,10/29/2021,QMDA62163216,"2,421",29.0,0.007548304378184,0.02300678702758,0.0045600878113147,51.0,0.0224470639661616,"1,436,406","1,300,000","103,763,490",0.0108322242718355,"68,840,482",0.0256410256410256,902,,3.0,"657,583",,0.0087015286325158,,,0.0070290553438765,,0.0,2
We Ride,We Ride - Single,Bryan Martin,10/28/2022,QMDPP2201707,"2,414",29.0,0.0467167600920018,0.0524652306691667,0.0310413816259987,76.0,0.0021725642886396,"219,282","31,143","1,516,946",0.0001175307307563,"363,631,289",0.0058275058275058,"74,959",,5.0,"1,596,411",12.0,0.0327310625256394,"5,769","2,107,680",0.0022886965045747,,1.0,1
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208971,"2,437",28.9,0.059369873099326,0.1154946467679893,0.0405569168988435,71.0,0.0040575447217737,"1,090,031","19,580","2,720,712",0.0001457123620204,"38,505,821",0.0256410256410256,"3,925",35,7.0,"165,039",27.0,0.0086036541128392,"4,106","6,055,815",0.0025266732965552,,1.0,1
Cochinae,Querian Perreo?,Julianno Sosa,4/19/2022,QZQAY2209019,"2,438",28.9,0.0362140087724857,0.0601736815093726,0.0234274187779969,58.0,0.0174609905490858,"1,652,366","364,400","175,847,558",0.0061846697057939,"39,888,848",0.0023310023310023,718,,2.0,"1,607,668",8.0,0.0002008678402133,435,,0.0019572597030184,,1.0,1
Juju On That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),Zay Hilfigerrr,9/30/2016,USAT21602928,"2,427",28.9,0.0568273666757303,0.0511779481733292,0.022898055382088,52.0,0.0348557199824801,"4,660,040","165,046","16,623,062",0.0002334608428089,"143,397,471",0.0314685314685314,"5,538",,5.0,"1,790",8.0,0.0731895999240422,"1,125,541",,0.0038880992777336,,0.0,2
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,1/1/2014,GBUM71308836,"2,428",28.9,0.4390936606607535,0.2778802522396175,0.2922868202526587,77.0,0.0284784209354887,"2,891,357","65,764","52,262,804",0.0017890978501929,"999,433",0.1433566433566433,"1,427",125,213.0,"508,144",26.0,0.3935514236336597,"191,798",,0.0719281191249962,,0.0,0
Murder,Murder,Bgnzinho,2/14/2023,SGB502322635,"2,431",28.9,0.0006101884246655,0.0024966505248216,0.0006343707970285,37.0,6.988152154069966e-05,"13,557","2,226,114","181,896,286",0.0110729068670233,,0.0314685314685314,,,,,,0.0087015286325158,,,0.0003232427855283,,1.0,1
Major Distribution,Her Loss,Drake,11/4/2022,USUG12208599,"2,430",28.9,0.0466339581116848,0.1199188334510519,0.0588349630108685,62.0,0.0016378297627155,"271,645","11,861","11,825,705",0.0004287876597407,"82,427,107",0.0303030303030303,37,118,4.0,"14,577",8.0,0.0098087846317359,"2,621",,0.0014214047225977,,1.0,1
Psikopat,Psikopat,Butrint Imeri,5/16/2024,QZNFJ2402312,"2,426",28.9,0.0004931969999804,0.0006538040044648,0.0012138860143593,,0.0011329984596727,"108,824",,,0.001140138899939,,0.0,1,,,,,0.0087015286325158,,,5.970120950501128e-05,,0.0,2
Piï¿½ï¿½man Deï¿,Piï¿½ï¿½man Deï¿½ï¿½ilim ,Semicenk,6/2/2023,FRX762391695,"2,434",28.9,0.0313654174244117,0.0275173571412843,0.0081338653621922,65.0,0.0090615323321642,"435,023",,,0.001140138899939,"289,637,676",0.0104895104895104,"9,012",,1.0,"1,566,667",,0.0087015286325158,,,0.0018625894723081,,0.0,2
Dynamite,Rokstarr (Special Edition),Taio Cruz,1/1/2010,GBUM71003721,"2,439",28.9,0.2501296828086812,0.3464026382515994,0.3404719218164627,69.0,0.0353441296710677,"3,412,361","79,570","20,716,110",0.0007941802053635,"169,884,547",0.1538461538461538,"163,744",210,48.0,"1,160,892",36.0,0.3999874247761143,"919,970","1,472,657",0.0365048054741959,,0.0,0
Chlorine,Trench,Twenty One Pilots,10/5/2018,USAT21810687,"2,425",28.9,0.1209840852402526,0.1549634056074703,0.0371177567930779,68.0,0.0441870263709728,"6,194,264","65,628","7,573,964",0.0002896210931572,"196,167,813",0.0314685314685314,"24,174",12,21.0,"93,996",22.0,0.0438853333921152,"73,554",,0.0038880992777336,,0.0,2
GIVENCHY,Temporada de Reggaetï¿½ï¿,Duki,7/20/2022,UYB282240021,"2,436",28.9,0.0561766454211505,0.0823657542205081,0.0355751489746761,62.0,0.0124526868169849,"2,270,776","46,349","38,804,922",0.0013460251671663,"5,144,948",0.0139860139860139,"1,020",100,8.0,"183,474",15.0,2.4808283399876185e-05,105,,0.0008089918811541,,1.0,1
Here,Here,Alessia Cara,4/30/2015,USUM71506251,"2,441",28.9,0.1439796708831794,0.1298207459124546,0.0614300958263434,65.0,0.0402129707382897,"7,682,235","1,315,832","22,887,140",0.00071241650855,"297,579,936",0.0209790209790209,"31,457",81,32.0,"371,682",37.0,0.2984449952745754,"216,154","15,694,109",0.0338437748831815,,0.0,2
COME UN TUONO (feat. Guï¿½,RADIO SAKURA,Rose Villain,3/7/2024,ITQ002400077,"2,433",28.9,0.0125166717101124,0.0050576651744352,0.0259590851629272,75.0,0.0016250571032104,"97,934",,,0.001140138899939,"65,522,800",0.0233100233100233,"8,728",,2.0,"3,766,780",25.0,6.559061433181257e-08,,,0.0022231079787231,,1.0,1
Favorito,Favorito,Camilo,3/26/2020,USSD12000055,"2,435",28.9,0.1141461178888379,0.07166437157748,0.048262122746722,58.0,0.036535207233362,"4,579,674","915,770","74,872,273",0.0030534663511706,"157,276,832",0.1013986013986013,"27,898",9,30.0,"195,153",29.0,0.0092100700879372,"5,251",,0.0038589311285081,,0.0,2
Royalty,Royalty,Egzod,4/22/2021,GB2LD2110089,"2,432",28.9,0.0740987535136692,0.0885176095164052,0.0481604201741478,74.0,0.0095650101260028,"2,068,133","663,619","152,831,129",0.0085297815756444,"221,808,922",0.0058275058275058,"7,016",,8.0,"279,094",2.0,0.0002357702458646,403,"10,207,343",0.0195758819161214,,0.0,2
Am I Wrong,More Music 2013,Nico & Vinz,1/1/2013,USWB11304681,"2,440",28.9,0.2255830939714289,0.2710576550116787,0.1469420350950454,71.0,0.0148908402680846,"2,037,116","204,916","87,657,079",0.0039916675319814,"2,936,860",0.1025641025641025,"31,268",159,64.0,"111,728",13.0,0.4091605659817117,"319,806","33,851,324",0.087499324710256,,0.0,0
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,TCAGJ2289254,"2,424",28.9,0.0532276624940112,0.0476599406156259,0.0475739522379393,73.0,0.0018938201170186,"159,791","77,661","13,324,305",0.0005038136966207,"238,206,228",0.0372960372960372,"129,172",34,5.0,"1,370",49.0,0.0389256792755838,"26,968","1,336,043",0.0032218361455035,,0.0,2
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,TCAGJ2289254,"2,424",28.9,0.0532276624940112,0.0476599406156259,0.0475739522379393,73.0,0.0018938201170186,"159,791","77,661","13,324,305",0.0005038136966207,"238,206,228",0.0372960372960372,"129,172",34,5.0,"1,370",49.0,0.0389256792755838,"26,968","1,336,043",0.0032218361455035,,0.0,2
Still Trappin' (with King Von),The Voice,Lil Durk,12/24/2020,USUM72024651,"2,448",28.8,0.0411399362181657,0.1288637530043649,0.0296713567571067,61.0,0.0055460317476705,"1,019,305","9,759","1,195,071",5.151303404581972e-05,"35,450,506",0.0407925407925407,"10,226",36,7.0,"31,768",13.0,0.0191003476418026,"8,002","35,096,727",0.0022486090669166,,1.0,1
De Fresa y Coco,De Fresa y Coco,Luis R Conriquez,11/10/2023,QMANG2226771,"2,445",28.8,0.0189621523869185,0.0132403779867918,0.0218332525848476,,0.0056567544123748,"526,817",,,0.001140138899939,"242,836,946",0.0023310023310023,3,,1.0,"2,878",1.0,0.0002326697228663,"2,169",,0.0006702031754728,,0.0,2
He Dead (Oil Thief Remix),REMXNG 2.1,clipping.,9/21/2022,USSUB2246603,"2,456",28.8,3.054326476822574e-06,5.0813782730427805e-05,2.0659943156262894e-06,,0.0265995596897143,"4,911,572",,,0.001140138899939,"229,589",0.0314685314685314,3,,,,,0.0087015286325158,,,2.7298221081395193e-08,,0.0,2
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/2023,GB8KE2311722,"2,450",28.8,0.0122141831463363,0.0182777176481348,0.0246662453842513,64.0,0.0050606510819443,"950,767","662,600","63,872,371",0.002457901799501,,0.0314685314685314,,,,,5.0,0.0087015286325158,,,0.0016076149880009,,1.0,1
Issues,Issues,Julia Michaels,1/13/2017,USUM71615691,"2,446",28.8,0.2837489110267478,0.1473413381979061,0.0963465661705026,69.0,0.0204384403783871,"3,284,811","966,301","28,171,505",0.0006130422157837,"27,993,329",0.1713286713286713,"51,513",288,41.0,"562,204",57.0,0.2542730288481234,"255,489",,0.0418186316928652,,0.0,0
Element,Meet The Woo 2,Pop Smoke,2/7/2020,USUM72002041,"2,457",28.8,0.1222513266268054,0.2789490354697141,0.0962192025762812,68.0,0.0085648129559862,"1,087,343","146,034","25,129,610",0.00095837507083,"17,063",0.0151515151515151,591,163,4.0,538,2.0,0.0240238148698187,"21,420",,0.0041683974117974,,1.0,1
n.h.i.e.,n.h.i.e.,21 Savage,1/10/2024,USSM12304895,"2,459",28.8,0.0240171584676149,0.0284303114376743,0.0522871409010753,,0.0003060948230545,"62,319",,,0.001140138899939,,0.0361305361305361,846,74,32.0,"262,612",28.0,0.0027883369538065,758,,0.0007541907023332,,1.0,1
GOD'S COUNTRY,UTOPIA,Travis Scott,7/28/2023,USSM12305008,"2,455",28.8,0.02260939610804,0.0587407328363745,0.012364968355428,64.0,0.0006300658556412,"247,844","2,052","1,668,880",4.593747724603972e-05,"4,558",0.0069930069930069,39,,1.0,,9.0,0.0003304639623639,477,"3,535,837",0.0003142480216819,,1.0,1
Parado no Bailï¿½,Parado no Bailï¿½,MC L da Vinte,7/23/2018,QZ5AB2004464,"2,442",28.8,0.090509359119065,0.1474582098981861,0.0515472023686754,68.0,0.0270635553021041,"4,691,667","2,508,649","432,161,011",0.022700453857446,"2,435,472",0.0081585081585081,587,,17.0,"106,365",1.0,8.465425309312749e-05,"1,948",,0.0167681870826437,,0.0,2
El Paso del Gigante,Los Reyes de los Sonidos,Grupo Soï¿½ï¿½,11/24/2023,QZW9L2351948,"2,444",28.8,5.74872964548704e-06,0.0,0.0,,0.0090835579636131,,,,0.001140138899939,,0.0314685314685314,,,,,,0.0505262471293336,"83,085",,0.0038880992777336,,0.0,2
F Boy,F Boy,Ander Huang,8/22/2020,QZHNC2078374,"2,451",28.8,0.0003302921138106,0.0016463665604658,0.0006355753250797,19.0,3.598105692943142e-06,960,"6,501,183","161,122,861",0.0093520845439278,,0.0023310023310023,5,,2.0,378,,0.0087015286325158,,,0.0006639382337346,,1.0,1
"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",ROSALï¿½,8/15/2019,USSM11900596,"2,452",28.8,0.1337616210024993,0.1288942412740031,0.1001183094313101,65.0,0.0386169278536578,"4,117,309","198,900","19,271,618",0.0005380977756597,"271,921,550",0.1713286713286713,"18,653",104,41.0,"1,005,275",34.0,0.026754325498265,"7,804",,0.0093996556111024,,0.0,2
Say It,Say It,Tory Lanez,7/31/2015,USUM71510633,"2,447",28.8,0.1191501883983989,0.140600043022336,0.0719741455829882,70.0,0.0297843292310924,"3,542,793","44,861","11,918,324",0.0002743108988797,"46,059,609",0.0874125874125874,"7,357",18,58.0,"25,377",3.0,0.2361763166747546,"167,125","70,720,994",0.0038880992777336,,1.0,1
Ain't Shit,Planet Her,Doja Cat,6/25/2021,USRC12101540,"2,454",28.8,0.1400329328986131,0.1532442059584241,0.1031977654418942,70.0,0.0094946194992483,"2,179,826","139,585","104,260,172",0.0023904365074813,"45,865,195",0.1293706293706293,157,,17.0,"159,069",5.0,0.0112527702050775,"27,559",,0.0048928467022625,,1.0,1
